timestamp,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,cpu_percent,mem_total,mem_used,mem_free,load1,load5,load15,disk_total,disk_used
2026-02-24T11:12:14.388269+01:00,,,,,,,,,,,,,,,
2026-02-24T11:12:21.395062+01:00,,,,,,,,,,,,,,,
