timestamp,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,temp_m1_C,temp_m2_C,temp_m3_C,temp_m4_C,temp_m5_C,temp_m6_C,temp_m7_C,temp_m8_C,rpi_temp_C,cpu_percent,mem_total_B,mem_used_B,mem_free_B,load1,load5,load15,disk_total_B,disk_used_B
2026-05-06T16:58:52.101845+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.154124+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.206191+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.261165+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.315896+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.370892+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.421779+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.477489+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.527819+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
2026-05-06T16:58:52.579959+02:00,-0.002088380964296427,0.17623395744736878,0.22115311528628634,-2.657963520297116,1.3757884931036264,-1.5097964625093931,1.5866411136147351,0.23732333548015483,-0.715842334218796,-0.009111231137520992,-1.2871025346258453,0.4418791205008574,51.0,52.0,51.0,43.0,43.0,25.0,30.0,27.0,52.0,89.15,3975442432,1550413824,1570668544,9.34,8.92,8.87,25297891328,9408315392
